Measure_Name,series_name,period_dt,mjr_wrk,value
Hospital Rating (%9-10),KP-High,2016-09-30,0,0.86951
Hospital Rating (%9-10),KP-High,2016-12-31,0,0.86750
Hospital Rating (%9-10),KP-Low,2010-06-30,0,0.45478
Hospital Rating (%9-10),KP-Low,2010-09-30,0,0.46549
Hospital Rating (%9-10),KP-Low,2010-12-31,0,0.49082
Hospital Rating (%9-10),KP-Low,2011-03-31,0,0.49105
Hospital Rating (%9-10),KP-Low,2011-06-30,0,0.50401
Hospital Rating (%9-10),KP-Low,2011-09-30,0,0.52334
Hospital Rating (%9-10),KP-Low,2011-12-31,0,0.53487
Hospital Rating (%9-10),KP-Low,2012-03-31,0,0.55092
Hospital Rating (%9-10),KP-Low,2012-06-30,0,0.55888
Hospital Rating (%9-10),KP-Low,2012-09-30,0,0.55216
Hospital Rating (%9-10),KP-Low,2012-12-31,0,0.55583
Hospital Rating (%9-10),KP-Low,2013-03-31,0,0.56207
Hospital Rating (%9-10),KP-Low,2013-06-30,0,0.57664
Hospital Rating (%9-10),KP-Low,2013-09-30,0,0.58940
Hospital Rating (%9-10),KP-Low,2013-12-31,0,0.58659
Hospital Rating (%9-10),KP-Low,2014-03-31,0,0.59786
Hospital Rating (%9-10),KP-Low,2014-06-30,0,0.59946
Hospital Rating (%9-10),KP-Low,2014-09-30,0,0.63181
Hospital Rating (%9-10),KP-Low,2014-12-31,0,0.63082
Hospital Rating (%9-10),KP-Low,2015-03-31,0,0.61847
Hospital Rating (%9-10),KP-Low,2015-06-30,0,0.63740
Hospital Rating (%9-10),KP-Low,2015-09-30,0,0.64098
Hospital Rating (%9-10),KP-Low,2015-12-31,0,0.65054
Hospital Rating (%9-10),KP-Low,2016-03-31,0,0.65512
Hospital Rating (%9-10),KP-Low,2016-06-30,0,0.63717
Hospital Rating (%9-10),KP-Low,2016-09-30,0,0.64786
Hospital Rating (%9-10),KP-Low,2016-12-31,0,0.63573
Hospital Rating (%9-10),KP-Nat,2010-06-30,0,0.65670
Hospital Rating (%9-10),KP-Nat,2010-09-30,0,0.66847
Hospital Rating (%9-10),KP-Nat,2010-12-31,0,0.67907
Hospital Rating (%9-10),KP-Nat,2011-03-31,0,0.68887
Hospital Rating (%9-10),KP-Nat,2011-06-30,0,0.69713
Hospital Rating (%9-10),KP-Nat,2011-09-30,0,0.70325
Hospital Rating (%9-10),KP-Nat,2011-12-31,0,0.71553
Hospital Rating (%9-10),KP-Nat,2012-03-31,0,0.72165
Hospital Rating (%9-10),KP-Nat,2012-06-30,0,0.72654
Hospital Rating (%9-10),KP-Nat,2012-09-30,0,0.72859
Hospital Rating (%9-10),KP-Nat,2012-12-31,0,0.73315
Hospital Rating (%9-10),KP-Nat,2013-03-31,0,0.73401
Hospital Rating (%9-10),KP-Nat,2013-06-30,0,0.73887
Hospital Rating (%9-10),KP-Nat,2013-09-30,0,0.74797
Hospital Rating (%9-10),KP-Nat,2013-12-31,0,0.75040
Hospital Rating (%9-10),KP-Nat,2014-03-31,0,0.75791
Hospital Rating (%9-10),KP-Nat,2014-06-30,0,0.75927
Hospital Rating (%9-10),KP-Nat,2014-09-30,0,0.75822
Hospital Rating (%9-10),KP-Nat,2014-12-31,0,0.75519
Hospital Rating (%9-10),KP-Nat,2015-03-31,0,0.74993
Hospital Rating (%9-10),KP-Nat,2015-06-30,0,0.74901
Hospital Rating (%9-10),KP-Nat,2015-09-30,0,0.74958
Hospital Rating (%9-10),KP-Nat,2015-12-31,0,0.75139
Hospital Rating (%9-10),KP-Nat,2016-03-31,0,0.75523
Hospital Rating (%9-10),KP-Nat,2016-06-30,0,0.75777
Hospital Rating (%9-10),KP-Nat,2016-09-30,0,0.75765
Hospital Rating (%9-10),KP-Nat,2016-12-31,0,0.75901
Hospital Rating (%9-10),NC-ANT,2010-06-30,0,0.74930
Hospital Rating (%9-10),NC-ANT,2010-09-30,0,0.74702
Hospital Rating (%9-10),NC-ANT,2010-12-31,0,0.75202
Hospital Rating (%9-10),NC-ANT,2011-03-31,0,0.75881
Hospital Rating (%9-10),NC-ANT,2011-06-30,0,0.76369
Hospital Rating (%9-10),NC-ANT,2011-09-30,0,0.77299
Hospital Rating (%9-10),NC-ANT,2011-12-31,0,0.78998
Hospital Rating (%9-10),NC-ANT,2012-03-31,0,0.78568
Hospital Rating (%9-10),NC-ANT,2012-06-30,0,0.78133
Hospital Rating (%9-10),NC-ANT,2012-09-30,0,0.77080
Hospital Rating (%9-10),NC-ANT,2012-12-31,0,0.75644
Hospital Rating (%9-10),NC-ANT,2013-03-31,0,0.75990
Hospital Rating (%9-10),NC-ANT,2013-06-30,0,0.76742
Hospital Rating (%9-10),NC-ANT,2013-09-30,0,0.78038
Hospital Rating (%9-10),NC-ANT,2013-12-31,0,0.78387
Hospital Rating (%9-10),NC-ANT,2014-03-31,0,0.79182
Hospital Rating (%9-10),NC-ANT,2014-06-30,0,0.78990
Hospital Rating (%9-10),NC-ANT,2014-09-30,0,0.77679
Hospital Rating (%9-10),NC-ANT,2014-12-31,0,0.75744
Hospital Rating (%9-10),NC-ANT,2015-03-31,0,0.74355
Hospital Rating (%9-10),NC-ANT,2015-06-30,0,0.73996
Hospital Rating (%9-10),NC-ANT,2015-09-30,0,0.74754
Hospital Rating (%9-10),NC-ANT,2015-12-31,0,0.76599
Hospital Rating (%9-10),NC-ANT,2016-03-31,0,0.77565
Hospital Rating (%9-10),NC-ANT,2016-06-30,0,0.78908
Hospital Rating (%9-10),NC-ANT,2016-09-30,0,0.78916
Hospital Rating (%9-10),NC-ANT,2016-12-31,0,0.78345
Hospital Rating (%9-10),NC-FRE,2010-06-30,0,0.63812
Hospital Rating (%9-10),NC-FRE,2010-09-30,0,0.65457
Hospital Rating (%9-10),NC-FRE,2010-12-31,0,0.66604
Hospital Rating (%9-10),NC-FRE,2011-03-31,0,0.68074
Hospital Rating (%9-10),NC-FRE,2011-06-30,0,0.70703
Hospital Rating (%9-10),NC-FRE,2011-09-30,0,0.71791
Hospital Rating (%9-10),NC-FRE,2011-12-31,0,0.72348
Hospital Rating (%9-10),NC-FRE,2012-03-31,0,0.74119
Hospital Rating (%9-10),NC-FRE,2012-06-30,0,0.74729
Hospital Rating (%9-10),NC-FRE,2012-09-30,0,0.75371
Hospital Rating (%9-10),NC-FRE,2012-12-31,0,0.74659
Hospital Rating (%9-10),NC-FRE,2013-03-31,0,0.73074
Hospital Rating (%9-10),NC-FRE,2013-06-30,0,0.72208
Hospital Rating (%9-10),NC-FRE,2013-09-30,0,0.71830
Hospital Rating (%9-10),NC-FRE,2013-12-31,0,0.71414
Hospital Rating (%9-10),NC-FRE,2014-03-31,0,0.73311
Hospital Rating (%9-10),NC-FRE,2014-06-30,0,0.75905
Hospital Rating (%9-10),NC-FRE,2014-09-30,0,0.75510
Hospital Rating (%9-10),NC-FRE,2014-12-31,0,0.74714
Hospital Rating (%9-10),NC-FRE,2015-03-31,0,0.73318
Hospital Rating (%9-10),NC-FRE,2015-06-30,0,0.70239
Hospital Rating (%9-10),NC-FRE,2015-09-30,0,0.70370
Hospital Rating (%9-10),NC-FRE,2015-12-31,0,0.70238
Hospital Rating (%9-10),NC-FRE,2016-03-31,0,0.69506
Hospital Rating (%9-10),NC-FRE,2016-06-30,0,0.69816
Hospital Rating (%9-10),NC-FRE,2016-09-30,0,0.68816
Hospital Rating (%9-10),NC-FRE,2016-12-31,0,0.70370
Hospital Rating (%9-10),NC-FRS,2010-06-30,0,0.65139
Hospital Rating (%9-10),NC-FRS,2010-09-30,0,0.66622
Hospital Rating (%9-10),NC-FRS,2010-12-31,0,0.69813
Hospital Rating (%9-10),NC-FRS,2011-03-31,0,0.71519
Hospital Rating (%9-10),NC-FRS,2011-06-30,0,0.72635
Hospital Rating (%9-10),NC-FRS,2011-09-30,0,0.72308
Hospital Rating (%9-10),NC-FRS,2011-12-31,0,0.71945
Hospital Rating (%9-10),NC-FRS,2012-03-31,0,0.71663
Hospital Rating (%9-10),NC-FRS,2012-06-30,0,0.72390
Hospital Rating (%9-10),NC-FRS,2012-09-30,0,0.74762
Hospital Rating (%9-10),NC-FRS,2012-12-31,0,0.76740
Hospital Rating (%9-10),NC-FRS,2013-03-31,0,0.77826
Hospital Rating (%9-10),NC-FRS,2013-06-30,0,0.78189
Hospital Rating (%9-10),NC-FRS,2013-09-30,0,0.76715
Hospital Rating (%9-10),NC-FRS,2013-12-31,0,0.76598
Hospital Rating (%9-10),NC-FRS,2014-03-31,0,0.76993
Hospital Rating (%9-10),NC-FRS,2014-06-30,0,0.77691
Hospital Rating (%9-10),NC-FRS,2014-09-30,0,0.79340
Hospital Rating (%9-10),NC-FRS,2014-12-31,0,0.79618
Hospital Rating (%9-10),NC-FRS,2015-03-31,0,0.77716
Hospital Rating (%9-10),NC-FRS,2015-06-30,0,0.77234
Hospital Rating (%9-10),NC-FRS,2015-09-30,0,0.76171
Hospital Rating (%9-10),NC-FRS,2015-12-31,0,0.75906
Hospital Rating (%9-10),NC-FRS,2016-03-31,0,0.76061
Hospital Rating (%9-10),NC-FRS,2016-06-30,0,0.76374
Hospital Rating (%9-10),NC-FRS,2016-09-30,0,0.76874
Hospital Rating (%9-10),NC-FRS,2016-12-31,0,0.76642
Hospital Rating (%9-10),NC-MAN,2010-06-30,0,0.65298
Hospital Rating (%9-10),NC-MAN,2010-09-30,0,0.67276
Hospital Rating (%9-10),NC-MAN,2010-12-31,0,0.67194
Hospital Rating (%9-10),NC-MAN,2011-03-31,0,0.69129
Hospital Rating (%9-10),NC-MAN,2011-06-30,0,0.71845
Hospital Rating (%9-10),NC-MAN,2011-09-30,0,0.70825
Hospital Rating (%9-10),NC-MAN,2011-12-31,0,0.71247
Hospital Rating (%9-10),NC-MAN,2012-03-31,0,0.71078
Hospital Rating (%9-10),NC-MAN,2012-06-30,0,0.71582
Hospital Rating (%9-10),NC-MAN,2012-09-30,0,0.70317
Hospital Rating (%9-10),NC-MAN,2012-12-31,0,0.73089
Hospital Rating (%9-10),NC-MAN,2013-03-31,0,0.74132
Hospital Rating (%9-10),NC-MAN,2013-06-30,0,0.74194
Hospital Rating (%9-10),NC-MAN,2013-09-30,0,0.78548
Hospital Rating (%9-10),NC-MAN,2013-12-31,0,0.77163
Hospital Rating (%9-10),NC-MAN,2014-03-31,0,0.78840
Hospital Rating (%9-10),NC-MAN,2014-06-30,0,0.78201
Hospital Rating (%9-10),NC-MAN,2014-09-30,0,0.78369
Hospital Rating (%9-10),NC-MAN,2014-12-31,0,0.80669
Hospital Rating (%9-10),NC-MAN,2015-03-31,0,0.78800
Hospital Rating (%9-10),NC-MAN,2015-06-30,0,0.78884
Hospital Rating (%9-10),NC-MAN,2015-09-30,0,0.78423
Hospital Rating (%9-10),NC-MAN,2015-12-31,0,0.78571
Hospital Rating (%9-10),NC-MAN,2016-03-31,0,0.79853
Hospital Rating (%9-10),NC-MAN,2016-06-30,0,0.79038
Hospital Rating (%9-10),NC-MAN,2016-09-30,0,0.78317
Hospital Rating (%9-10),NC-MAN,2016-12-31,0,0.77597
Hospital Rating (%9-10),NC-MOD,2010-06-30,0,0.68257
Hospital Rating (%9-10),NC-MOD,2010-09-30,0,0.69395
Hospital Rating (%9-10),NC-MOD,2010-12-31,0,0.69805
Hospital Rating (%9-10),NC-MOD,2011-03-31,0,0.71005
Hospital Rating (%9-10),NC-MOD,2011-06-30,0,0.74522
Hospital Rating (%9-10),NC-MOD,2011-09-30,0,0.74969
Hospital Rating (%9-10),NC-MOD,2011-12-31,0,0.76760
Hospital Rating (%9-10),NC-MOD,2012-03-31,0,0.78471
Hospital Rating (%9-10),NC-MOD,2012-06-30,0,0.79078
Hospital Rating (%9-10),NC-MOD,2012-09-30,0,0.79975
Hospital Rating (%9-10),NC-MOD,2012-12-31,0,0.80561
Hospital Rating (%9-10),NC-MOD,2013-03-31,0,0.80516
Hospital Rating (%9-10),NC-MOD,2013-06-30,0,0.80309
Hospital Rating (%9-10),NC-MOD,2013-09-30,0,0.80000
Hospital Rating (%9-10),NC-MOD,2013-12-31,0,0.80141
Hospital Rating (%9-10),NC-MOD,2014-03-31,0,0.79490
Hospital Rating (%9-10),NC-MOD,2014-06-30,0,0.79075
Hospital Rating (%9-10),NC-MOD,2014-09-30,0,0.79254
Hospital Rating (%9-10),NC-MOD,2014-12-31,0,0.77684
Hospital Rating (%9-10),NC-MOD,2015-03-31,0,0.77448
Hospital Rating (%9-10),NC-MOD,2015-06-30,0,0.77053
Hospital Rating (%9-10),NC-MOD,2015-09-30,0,0.76510
Hospital Rating (%9-10),NC-MOD,2015-12-31,0,0.77535
Hospital Rating (%9-10),NC-MOD,2016-03-31,0,0.77147
Hospital Rating (%9-10),NC-MOD,2016-06-30,0,0.76207
Hospital Rating (%9-10),NC-MOD,2016-09-30,0,0.75356
Hospital Rating (%9-10),NC-MOD,2016-12-31,0,0.74959
Hospital Rating (%9-10),NC-OAK,2010-06-30,0,0.45478
Hospital Rating (%9-10),NC-OAK,2010-09-30,0,0.46549
Hospital Rating (%9-10),NC-OAK,2010-12-31,0,0.49082
Hospital Rating (%9-10),NC-OAK,2011-03-31,0,0.49105
Hospital Rating (%9-10),NC-OAK,2011-06-30,0,0.50401
Hospital Rating (%9-10),NC-OAK,2011-09-30,0,0.52334
Hospital Rating (%9-10),NC-OAK,2011-12-31,0,0.53487
Hospital Rating (%9-10),NC-OAK,2012-03-31,0,0.55092
Hospital Rating (%9-10),NC-OAK,2012-06-30,0,0.55888
Hospital Rating (%9-10),NC-OAK,2012-09-30,0,0.55216
Hospital Rating (%9-10),NC-OAK,2012-12-31,0,0.55583
Hospital Rating (%9-10),NC-OAK,2013-03-31,0,0.56207
Hospital Rating (%9-10),NC-OAK,2013-06-30,0,0.57664
Hospital Rating (%9-10),NC-OAK,2013-09-30,0,0.58940
Hospital Rating (%9-10),NC-OAK,2013-12-31,0,0.58659
Hospital Rating (%9-10),NC-OAK,2014-03-31,0,0.59786
Hospital Rating (%9-10),NC-OAK,2014-06-30,0,0.59946
Hospital Rating (%9-10),NC-OAK,2014-09-30,1,0.63181
Hospital Rating (%9-10),NC-OAK,2014-12-31,0,0.66720
Hospital Rating (%9-10),NC-OAK,2015-03-31,0,0.70112
Hospital Rating (%9-10),NC-OAK,2015-06-30,0,0.73184
Hospital Rating (%9-10),NC-OAK,2015-09-30,0,0.73612
Hospital Rating (%9-10),NC-OAK,2015-12-31,0,0.74597
Hospital Rating (%9-10),NC-OAK,2016-03-31,0,0.74521
Hospital Rating (%9-10),NC-OAK,2016-06-30,0,0.74431
Hospital Rating (%9-10),NC-OAK,2016-09-30,0,0.74699
Hospital Rating (%9-10),NC-OAK,2016-12-31,0,0.74415
Hospital Rating (%9-10),NC-RCH,2010-06-30,0,0.54428
Hospital Rating (%9-10),NC-RCH,2010-09-30,0,0.53616
Hospital Rating (%9-10),NC-RCH,2010-12-31,0,0.55786
Hospital Rating (%9-10),NC-RCH,2011-03-31,0,0.58466
Hospital Rating (%9-10),NC-RCH,2011-06-30,0,0.59287
Hospital Rating (%9-10),NC-RCH,2011-09-30,0,0.60709
Hospital Rating (%9-10),NC-RCH,2011-12-31,0,0.59451
Hospital Rating (%9-10),NC-RCH,2012-03-31,0,0.61214
Hospital Rating (%9-10),NC-RCH,2012-06-30,0,0.63124
Hospital Rating (%9-10),NC-RCH,2012-09-30,0,0.62255
Hospital Rating (%9-10),NC-RCH,2012-12-31,0,0.64532
Hospital Rating (%9-10),NC-RCH,2013-03-31,0,0.62814
Hospital Rating (%9-10),NC-RCH,2013-06-30,0,0.64035
Hospital Rating (%9-10),NC-RCH,2013-09-30,0,0.65257
Hospital Rating (%9-10),NC-RCH,2013-12-31,0,0.65977
Hospital Rating (%9-10),NC-RCH,2014-03-31,0,0.68343
Hospital Rating (%9-10),NC-RCH,2014-06-30,0,0.67829
Hospital Rating (%9-10),NC-RCH,2014-09-30,0,0.66543
Hospital Rating (%9-10),NC-RCH,2014-12-31,0,0.63082
Hospital Rating (%9-10),NC-RCH,2015-03-31,0,0.61847
Hospital Rating (%9-10),NC-RCH,2015-06-30,0,0.63740
Hospital Rating (%9-10),NC-RCH,2015-09-30,0,0.64098
Hospital Rating (%9-10),NC-RCH,2015-12-31,0,0.65858
Hospital Rating (%9-10),NC-RCH,2016-03-31,0,0.65512
Hospital Rating (%9-10),NC-RCH,2016-06-30,0,0.63717
Hospital Rating (%9-10),NC-RCH,2016-09-30,0,0.64786
Hospital Rating (%9-10),NC-RCH,2016-12-31,0,0.63573
Hospital Rating (%9-10),NC-Rgn,2010-06-30,0,0.62441
Hospital Rating (%9-10),NC-Rgn,2010-09-30,0,0.63729
Hospital Rating (%9-10),NC-Rgn,2010-12-31,0,0.64948
Hospital Rating (%9-10),NC-Rgn,2011-03-31,0,0.66315
Hospital Rating (%9-10),NC-Rgn,2011-06-30,0,0.67489
Hospital Rating (%9-10),NC-Rgn,2011-09-30,0,0.68230
Hospital Rating (%9-10),NC-Rgn,2011-12-31,0,0.69123
Hospital Rating (%9-10),NC-Rgn,2012-03-31,0,0.69687
Hospital Rating (%9-10),NC-Rgn,2012-06-30,0,0.70414
Hospital Rating (%9-10),NC-Rgn,2012-09-30,0,0.70503
Hospital Rating (%9-10),NC-Rgn,2012-12-31,0,0.70968
Hospital Rating (%9-10),NC-Rgn,2013-03-31,0,0.71136
Hospital Rating (%9-10),NC-Rgn,2013-06-30,0,0.71611
Hospital Rating (%9-10),NC-Rgn,2013-09-30,0,0.72386
Hospital Rating (%9-10),NC-Rgn,2013-12-31,0,0.72528
Hospital Rating (%9-10),NC-Rgn,2014-03-31,0,0.73247
Hospital Rating (%9-10),NC-Rgn,2014-06-30,0,0.73280
Hospital Rating (%9-10),NC-Rgn,2014-09-30,0,0.73262
Hospital Rating (%9-10),NC-Rgn,2014-12-31,0,0.73001
Hospital Rating (%9-10),NC-Rgn,2015-03-31,0,0.72663
Hospital Rating (%9-10),NC-Rgn,2015-06-30,0,0.72640
Hospital Rating (%9-10),NC-Rgn,2015-09-30,0,0.72818
Hospital Rating (%9-10),NC-Rgn,2015-12-31,0,0.73164
Hospital Rating (%9-10),NC-Rgn,2016-03-31,0,0.73587
Hospital Rating (%9-10),NC-Rgn,2016-06-30,0,0.73774
Hospital Rating (%9-10),NC-Rgn,2016-09-30,0,0.73710
Hospital Rating (%9-10),NC-Rgn,2016-12-31,0,0.73761
Hospital Rating (%9-10),NC-ROS,2010-06-30,0,0.67858
Hospital Rating (%9-10),NC-ROS,2010-09-30,0,0.69446
Hospital Rating (%9-10),NC-ROS,2010-12-31,0,0.71139
Hospital Rating (%9-10),NC-ROS,2011-03-31,0,0.72080
Hospital Rating (%9-10),NC-ROS,2011-06-30,0,0.72778
Hospital Rating (%9-10),NC-ROS,2011-09-30,0,0.72989
Hospital Rating (%9-10),NC-ROS,2011-12-31,0,0.72930
Hospital Rating (%9-10),NC-ROS,2012-03-31,0,0.73443
Hospital Rating (%9-10),NC-ROS,2012-06-30,0,0.73813
Hospital Rating (%9-10),NC-ROS,2012-09-30,0,0.74442
Hospital Rating (%9-10),NC-ROS,2012-12-31,0,0.75125
Hospital Rating (%9-10),NC-ROS,2013-03-31,0,0.76207
Hospital Rating (%9-10),NC-ROS,2013-06-30,0,0.77029
Hospital Rating (%9-10),NC-ROS,2013-09-30,0,0.77806
Hospital Rating (%9-10),NC-ROS,2013-12-31,0,0.78202
Hospital Rating (%9-10),NC-ROS,2014-03-31,0,0.78329
Hospital Rating (%9-10),NC-ROS,2014-06-30,0,0.78266
Hospital Rating (%9-10),NC-ROS,2014-09-30,0,0.77584
Hospital Rating (%9-10),NC-ROS,2014-12-31,0,0.77243
Hospital Rating (%9-10),NC-ROS,2015-03-31,0,0.77083
Hospital Rating (%9-10),NC-ROS,2015-06-30,0,0.76945
Hospital Rating (%9-10),NC-ROS,2015-09-30,0,0.77899
Hospital Rating (%9-10),NC-ROS,2015-12-31,0,0.77470
Hospital Rating (%9-10),NC-ROS,2016-03-31,0,0.77746
Hospital Rating (%9-10),NC-ROS,2016-06-30,0,0.78131
Hospital Rating (%9-10),NC-ROS,2016-09-30,0,0.77858
Hospital Rating (%9-10),NC-ROS,2016-12-31,0,0.78578
Hospital Rating (%9-10),NC-RWC,2010-06-30,0,0.58816
Hospital Rating (%9-10),NC-RWC,2010-09-30,0,0.59324
Hospital Rating (%9-10),NC-RWC,2010-12-31,0,0.59272
Hospital Rating (%9-10),NC-RWC,2011-03-31,0,0.60339
Hospital Rating (%9-10),NC-RWC,2011-06-30,0,0.60483
Hospital Rating (%9-10),NC-RWC,2011-09-30,0,0.61589
Hospital Rating (%9-10),NC-RWC,2011-12-31,0,0.63855
Hospital Rating (%9-10),NC-RWC,2012-03-31,0,0.64307
Hospital Rating (%9-10),NC-RWC,2012-06-30,0,0.65061
Hospital Rating (%9-10),NC-RWC,2012-09-30,0,0.64580
Hospital Rating (%9-10),NC-RWC,2012-12-31,0,0.64020
Hospital Rating (%9-10),NC-RWC,2013-03-31,0,0.63925
Hospital Rating (%9-10),NC-RWC,2013-06-30,0,0.65693
Hospital Rating (%9-10),NC-RWC,2013-09-30,0,0.67381
Hospital Rating (%9-10),NC-RWC,2013-12-31,0,0.68604
Hospital Rating (%9-10),NC-RWC,2014-03-31,0,0.68909
Hospital Rating (%9-10),NC-RWC,2014-06-30,0,0.67357
Hospital Rating (%9-10),NC-RWC,2014-09-30,0,0.67431
Hospital Rating (%9-10),NC-RWC,2014-12-31,1,0.67488
Hospital Rating (%9-10),NC-RWC,2015-03-31,0,0.70291
Hospital Rating (%9-10),NC-RWC,2015-06-30,0,0.73268
Hospital Rating (%9-10),NC-RWC,2015-09-30,0,0.76044
Hospital Rating (%9-10),NC-RWC,2015-12-31,0,0.78118
Hospital Rating (%9-10),NC-RWC,2016-03-31,0,0.79709
Hospital Rating (%9-10),NC-RWC,2016-06-30,0,0.79651
Hospital Rating (%9-10),NC-RWC,2016-09-30,0,0.79413
Hospital Rating (%9-10),NC-RWC,2016-12-31,0,0.78788
Hospital Rating (%9-10),NC-SAC,2010-06-30,0,0.55997
Hospital Rating (%9-10),NC-SAC,2010-09-30,0,0.57904
Hospital Rating (%9-10),NC-SAC,2010-12-31,0,0.58927
Hospital Rating (%9-10),NC-SAC,2011-03-31,0,0.60295
Hospital Rating (%9-10),NC-SAC,2011-06-30,0,0.61419
Hospital Rating (%9-10),NC-SAC,2011-09-30,0,0.62071
Hospital Rating (%9-10),NC-SAC,2011-12-31,0,0.63193
Hospital Rating (%9-10),NC-SAC,2012-03-31,0,0.63975
Hospital Rating (%9-10),NC-SAC,2012-06-30,0,0.65569
Hospital Rating (%9-10),NC-SAC,2012-09-30,0,0.65380
Hospital Rating (%9-10),NC-SAC,2012-12-31,0,0.65998
Hospital Rating (%9-10),NC-SAC,2013-03-31,0,0.66535
Hospital Rating (%9-10),NC-SAC,2013-06-30,0,0.66948
Hospital Rating (%9-10),NC-SAC,2013-09-30,0,0.69161
Hospital Rating (%9-10),NC-SAC,2013-12-31,0,0.70267
Hospital Rating (%9-10),NC-SAC,2014-03-31,0,0.71378
Hospital Rating (%9-10),NC-SAC,2014-06-30,0,0.70886
Hospital Rating (%9-10),NC-SAC,2014-09-30,0,0.71238
Hospital Rating (%9-10),NC-SAC,2014-12-31,0,0.70292
Hospital Rating (%9-10),NC-SAC,2015-03-31,0,0.68214
Hospital Rating (%9-10),NC-SAC,2015-06-30,0,0.67484
Hospital Rating (%9-10),NC-SAC,2015-09-30,0,0.65709
Hospital Rating (%9-10),NC-SAC,2015-12-31,0,0.65054
Hospital Rating (%9-10),NC-SAC,2016-03-31,0,0.66769
Hospital Rating (%9-10),NC-SAC,2016-06-30,0,0.67170
Hospital Rating (%9-10),NC-SAC,2016-09-30,0,0.67239
Hospital Rating (%9-10),NC-SAC,2016-12-31,0,0.66983
Hospital Rating (%9-10),NC-SCH,2010-06-30,0,0.70131
Hospital Rating (%9-10),NC-SCH,2010-09-30,0,0.71944
Hospital Rating (%9-10),NC-SCH,2010-12-31,0,0.73167
Hospital Rating (%9-10),NC-SCH,2011-03-31,0,0.74284
Hospital Rating (%9-10),NC-SCH,2011-06-30,0,0.75375
Hospital Rating (%9-10),NC-SCH,2011-09-30,0,0.76033
Hospital Rating (%9-10),NC-SCH,2011-12-31,0,0.75984
Hospital Rating (%9-10),NC-SCH,2012-03-31,0,0.75608
Hospital Rating (%9-10),NC-SCH,2012-06-30,0,0.75840
Hospital Rating (%9-10),NC-SCH,2012-09-30,0,0.75622
Hospital Rating (%9-10),NC-SCH,2012-12-31,0,0.76589
Hospital Rating (%9-10),NC-SCH,2013-03-31,0,0.77461
Hospital Rating (%9-10),NC-SCH,2013-06-30,0,0.77794
Hospital Rating (%9-10),NC-SCH,2013-09-30,0,0.78629
Hospital Rating (%9-10),NC-SCH,2013-12-31,0,0.78906
Hospital Rating (%9-10),NC-SCH,2014-03-31,0,0.79351
Hospital Rating (%9-10),NC-SCH,2014-06-30,0,0.78918
Hospital Rating (%9-10),NC-SCH,2014-09-30,0,0.78696
Hospital Rating (%9-10),NC-SCH,2014-12-31,0,0.78046
Hospital Rating (%9-10),NC-SCH,2015-03-31,0,0.77838
Hospital Rating (%9-10),NC-SCH,2015-06-30,0,0.77976
Hospital Rating (%9-10),NC-SCH,2015-09-30,0,0.77793
Hospital Rating (%9-10),NC-SCH,2015-12-31,0,0.76891
Hospital Rating (%9-10),NC-SCH,2016-03-31,0,0.76115
Hospital Rating (%9-10),NC-SCH,2016-06-30,0,0.75463
Hospital Rating (%9-10),NC-SCH,2016-09-30,0,0.74580
Hospital Rating (%9-10),NC-SCH,2016-12-31,0,0.75253
Hospital Rating (%9-10),NC-SFO,2010-06-30,0,0.61723
Hospital Rating (%9-10),NC-SFO,2010-09-30,0,0.62455
Hospital Rating (%9-10),NC-SFO,2010-12-31,0,0.63907
Hospital Rating (%9-10),NC-SFO,2011-03-31,0,0.65137
Hospital Rating (%9-10),NC-SFO,2011-06-30,0,0.65613
Hospital Rating (%9-10),NC-SFO,2011-09-30,0,0.66265
Hospital Rating (%9-10),NC-SFO,2011-12-31,0,0.67211
Hospital Rating (%9-10),NC-SFO,2012-03-31,0,0.68082
Hospital Rating (%9-10),NC-SFO,2012-06-30,0,0.70312
Hospital Rating (%9-10),NC-SFO,2012-09-30,0,0.71425
Hospital Rating (%9-10),NC-SFO,2012-12-31,0,0.72854
Hospital Rating (%9-10),NC-SFO,2013-03-31,0,0.73585
Hospital Rating (%9-10),NC-SFO,2013-06-30,0,0.73525
Hospital Rating (%9-10),NC-SFO,2013-09-30,0,0.73565
Hospital Rating (%9-10),NC-SFO,2013-12-31,0,0.73387
Hospital Rating (%9-10),NC-SFO,2014-03-31,0,0.72173
Hospital Rating (%9-10),NC-SFO,2014-06-30,0,0.72674
Hospital Rating (%9-10),NC-SFO,2014-09-30,0,0.72285
Hospital Rating (%9-10),NC-SFO,2014-12-31,0,0.71858
Hospital Rating (%9-10),NC-SFO,2015-03-31,0,0.71442
Hospital Rating (%9-10),NC-SFO,2015-06-30,0,0.71722
Hospital Rating (%9-10),NC-SFO,2015-09-30,0,0.72528
Hospital Rating (%9-10),NC-SFO,2015-12-31,0,0.72761
Hospital Rating (%9-10),NC-SFO,2016-03-31,0,0.73561
Hospital Rating (%9-10),NC-SFO,2016-06-30,0,0.72208
Hospital Rating (%9-10),NC-SFO,2016-09-30,0,0.71053
Hospital Rating (%9-10),NC-SFO,2016-12-31,0,0.69795
Hospital Rating (%9-10),NC-SJO,2010-06-30,0,0.59644
Hospital Rating (%9-10),NC-SJO,2010-09-30,0,0.61928
Hospital Rating (%9-10),NC-SJO,2010-12-31,0,0.63592
Hospital Rating (%9-10),NC-SJO,2011-03-31,0,0.64839
